URL,Brand,Template,Block Name,Block Position,Authoring Inputs
https://lottabody.com/coconut-and-shea-oils/hydrate-me-coconut-and-shea-oils/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/coconut-and-shea-oils/illuminate-me-shine-mist/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/coconut-and-shea-oils/illuminate-me-shine-mist/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/coconut-and-shea-oils/love-me-5-n-1-leave-in-treatment/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/coconut-and-shea-oils/love-me-5-n-1-leave-in-treatment/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/coconut-and-shea-oils/moisturize-me-curl-and-style-milk/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/coconut-and-shea-oils/moisturize-me-curl-and-style-milk/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/coconut-and-shea-oils/sleek-me-blowout-lotion/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/coconut-and-shea-oils/sleek-me-blowout-lotion/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/coconut-and-shea-oils/style-me-texturizing-setting-lotion/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/coconut-and-shea-oils/style-me-texturizing-setting-lotion/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/coconut-and-shea-oils/texturizing-setting-lotion/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/coconut-and-shea-oils/texturizing-setting-lotion/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/coconut-and-shea-oils/twist-me-product/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/coconut-and-shea-oils/twist-me-product/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/coconut-and-shea-oils/wrap-me-foaming-mousse/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/coconut-and-shea-oils/wrap-me-foaming-mousse/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/contact/,Lottabody,Contact,Contact Form,1,Form Title | Form Description | Field Labels (Name / Email / Subject / Message) | Submit Button Label | Success Message
https://lottabody.com/exercise-your-privacy-rights/,Lottabody,Legal/Policy,Privacy Form,1,Form Title | Form Description | Submit Button Label
https://lottabody.com/lottabody-control-24hr-edge-gel/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/lottabody-control-24hr-edge-gel/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/lottaselfie-terms/,Lottabody,Legal/Policy,Text Content (default),1,Rich text (headings / paragraphs / lists)
https://lottabody.com/milk-and-honey/,Lottabody,Product Line Landing,Hero (Product Line),1,Banner Image | Line Name (Milk & Honey) | Collection Image
https://lottabody.com/milk-and-honey/,Lottabody,Product Line Landing,Product Card Grid,2,Product Image | Product Name | Subtitle | CTA Label | CTA Link (repeatable)
https://lottabody.com/milk-and-honey/boost-me/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/milk-and-honey/boost-me/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/milk-and-honey/elongate-me/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/milk-and-honey/elongate-me/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/milk-and-honey/hold-me/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/milk-and-honey/hold-me/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/milk-and-honey/nourish-me/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/milk-and-honey/nourish-me/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/milk-and-honey/refine-me/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/milk-and-honey/refine-me/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/milk-and-honey/refine-me-curl-defining-mousse/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/milk-and-honey/refine-me-curl-defining-mousse/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/milk-and-honey/restore-me-conditioner/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/milk-and-honey/restore-me-conditioner/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/milk-and-honey/restore-me-shampoo/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/milk-and-honey/restore-me-shampoo/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/milk-and-honey/tame-me/,Lottabody,Product Detail,Product Image,1,Product Image | Alt Text
https://lottabody.com/milk-and-honey/tame-me/,Lottabody,Product Detail,Product Info,2,Product Title | Short Description | Key Features
https://lottabody.com/privacy/,Lottabody,Legal/Policy,Text Content (default),1,Rich text (headings / paragraphs / lists)
https://lottabody.com/professionals/,Lottabody,Landing/Promo,Promo Hero,1,Background Image | Headline
https://lottabody.com/professionals/,Lottabody,Landing/Promo,Promo Content,2,Body Text | CTA Label | CTA Link
https://lottabody.com/study-material/deep-conditioning-natural-hair-shea-coconut/,Lottabody,Blog Article,Article Hero,1,Title | Featured Image
https://lottabody.com/study-material/deep-conditioning-natural-hair-shea-coconut/,Lottabody,Blog Article,Product Education Cards,2,Product Image | Product Name | Benefits List | The Nos | Usage Instructions | Learn More Link (repeatable)
https://lottabody.com/study-material/lottabody-activate-curl-activator/,Lottabody,Blog Article,Article Hero,1,Title | Featured Image
https://lottabody.com/study-material/lottabody-activate-curl-activator/,Lottabody,Blog Article,Product Education Cards,2,Product Image | Product Name | Benefits List | The Nos | Usage Instructions | Learn More Link (repeatable)
https://lottabody.com/study-material/lottabody-activate-curl-activator/activate-me/,Lottabody,Blog Article,Article Hero,1,Title | Featured Image
https://lottabody.com/study-material/lottabody-activate-curl-activator/activate-me/,Lottabody,Blog Article,Product Education Cards,2,Product Image | Product Name | Benefits List | The Nos | Usage Instructions | Learn More Link (repeatable)
https://lottabody.com/study-material/lottabody-control-edge-gel-black/,Lottabody,Blog Article,Article Hero,1,Title | Featured Image
https://lottabody.com/study-material/lottabody-control-edge-gel-black/,Lottabody,Blog Article,Product Education Cards,2,Product Image | Product Name | Benefits List | The Nos | Usage Instructions | Learn More Link (repeatable)
https://lottabody.com/study-material/lottabody-fortify-strengthening-leave-conditioner/,Lottabody,Blog Article,Article Hero,1,Title | Featured Image
https://lottabody.com/study-material/lottabody-fortify-strengthening-leave-conditioner/,Lottabody,Blog Article,Product Education Cards,2,Product Image | Product Name | Benefits List | The Nos | Usage Instructions | Learn More Link (repeatable)
https://lottabody.com/study-material/lottabody-hydrate-shampoo-conditioner/,Lottabody,Blog Article,Article Hero,1,Title | Featured Image
https://lottabody.com/study-material/lottabody-hydrate-shampoo-conditioner/,Lottabody,Blog Article,Product Education Cards,2,Product Image | Product Name | Benefits List | The Nos | Usage Instructions | Learn More Link (repeatable)
https://lottabody.com/study-material/lottabody-illuminate-me-shine-mist/,Lottabody,Blog Article,Article Hero,1,Title | Featured Image
https://lottabody.com/study-material/lottabody-illuminate-me-shine-mist/,Lottabody,Blog Article,Product Education Cards,2,Product Image | Product Name | Benefits List | The Nos | Usage Instructions | Learn More Link (repeatable)
https://lottabody.com/study-material/lottabody-milk-honey-natural-hair/,Lottabody,Blog Article,Article Hero,1,Title | Featured Image
https://lottabody.com/study-material/lottabody-milk-honey-natural-hair/,Lottabody,Blog Article,Product Education Cards,2,Product Image | Product Name | Benefits List | The Nos | Usage Instructions | Learn More Link (repeatable)
https://lottabody.com/study-material/lottabody-twist-curl-styling-pudding-coconut-shea-hair-shrinking-braids/,Lottabody,Blog Article,Article Hero,1,Title | Featured Image
https://lottabody.com/study-material/lottabody-twist-curl-styling-pudding-coconut-shea-hair-shrinking-braids/,Lottabody,Blog Article,Product Education Cards,2,Product Image | Product Name | Benefits List | The Nos | Usage Instructions | Learn More Link (repeatable)
https://lottabody.com/style-gallery/,Lottabody,Gallery,Gallery CTA,1,Instructional text (Click on images to learn more)
https://lottabody.com/style-gallery/,Lottabody,Gallery,Image Gallery,2,Gallery Image (repeatable x19+) | Image Caption | Click Action Link
https://lottabody.com/terms/,Lottabody,Legal/Policy,Text Content (default),1,Rich text (headings / paragraphs / lists)
https://lottabody.com/thanks-for-registering/,Lottabody,Landing/Promo,Promo Content,1,Headline | Body Text
https://lottabody.com/where-to-buy/,Lottabody,Where to Buy,Retailer Grid (Primary),1,Retailer Logo | Retailer Name | Retailer Link (x5: Sally Beauty / Walmart / Dollar General / Naturally Curly / Amazon)
https://lottabody.com/where-to-buy/,Lottabody,Where to Buy,Retailer Grid (Secondary),2,Retailer Logo | Retailer Name (x3: Walgreens / Family Dollar / Freds)
https://lottabody.com/where-to-buy/,Lottabody,Where to Buy,Availability Note,3,Text (Also available at beauty and barber supply stores nationwide)
https://lottabody.com/where-to-buy/amazon/,Lottabody,Retailer Detail,Retailer Info,1,Retailer Logo | Retailer Name | Description
https://lottabody.com/where-to-buy/amazon/,Lottabody,Retailer Detail,Product List,2,Product Image | Product Name | Product Link (repeatable)
https://lottabody.com/where-to-buy/dollar-general/,Lottabody,Retailer Detail,Retailer Info,1,Retailer Logo | Retailer Name | Description
https://lottabody.com/where-to-buy/dollar-general/,Lottabody,Retailer Detail,Product List,2,Product Image | Product Name | Product Link (repeatable)
https://lottabody.com/where-to-buy/family-dollar/,Lottabody,Retailer Detail,Retailer Info,1,Retailer Logo | Retailer Name | Description
https://lottabody.com/where-to-buy/family-dollar/,Lottabody,Retailer Detail,Product List,2,Product Image | Product Name | Product Link (repeatable)
https://lottabody.com/where-to-buy/freds/,Lottabody,Retailer Detail,Retailer Info,1,Retailer Logo | Retailer Name | Description
https://lottabody.com/where-to-buy/freds/,Lottabody,Retailer Detail,Product List,2,Product Image | Product Name | Product Link (repeatable)
https://lottabody.com/where-to-buy/shop-naturally-curly/,Lottabody,Retailer Detail,Retailer Info,1,Retailer Logo | Retailer Name | Description
https://lottabody.com/where-to-buy/shop-naturally-curly/,Lottabody,Retailer Detail,Product List,2,Product Image | Product Name | Product Link (repeatable)
https://lottabody.com/where-to-buy/walgreens/,Lottabody,Retailer Detail,Retailer Info,1,Retailer Logo | Retailer Name | Description
https://lottabody.com/where-to-buy/walgreens/,Lottabody,Retailer Detail,Product List,2,Product Image | Product Name | Product Link (repeatable)
https://rouxbeauty.com/,Roux Beauty,Homepage,Hero (Carousel),1,Slide Image | Slide Link (repeatable — multiple promo banners)
https://rouxbeauty.com/,Roux Beauty,Homepage,Newsletter Signup,2,Heading | Description | Button Label
https://rouxbeauty.com/about-roux/,Roux Beauty,About,Brand Story (default content),1,Rich text (brand narrative / history)
https://rouxbeauty.com/about-roux/roux-101-secrets/,Roux Beauty,About,Brand Story (default content),1,Rich text (brand secrets / tips)
https://rouxbeauty.com/blog/,Roux Beauty,Blog Listing,Blog Header,1,Section Title
https://rouxbeauty.com/blog/,Roux Beauty,Blog Listing,Article Card Grid,2,Article Thumbnail | Article Title | Excerpt | Article Link (repeatable)
https://rouxbeauty.com/chocolate/,Roux Beauty,Landing/Promo,Promo Hero,1,Background Image | Headline
https://rouxbeauty.com/chocolate/,Roux Beauty,Landing/Promo,Promo Content,2,Featured Image | Body Text | CTA Label | CTA Link
https://rouxbeauty.com/contact-us/,Roux Beauty,Contact,Contact Form,1,Form Title | Form Description | Field Labels | Submit Button Label | Success Message
https://rouxbeauty.com/exercise-your-privacy-rights/,Roux Beauty,Legal/Policy,Privacy Form,1,Form Title | Form Description | Submit Button Label
https://rouxbeauty.com/free-samples/,Roux Beauty,Landing/Promo,Promo Hero,1,Background Image | Headline
https://rouxbeauty.com/free-samples/,Roux Beauty,Landing/Promo,Promo Content,2,Featured Image | Body Text | CTA Label | CTA Link
https://rouxbeauty.com/giving-thanks-to-you/,Roux Beauty,Landing/Promo,Promo Hero,1,Background Image | Headline
https://rouxbeauty.com/giving-thanks-to-you/,Roux Beauty,Landing/Promo,Promo Content,2,Featured Image | Body Text | CTA Label | CTA Link
https://rouxbeauty.com/grey-hair-dont-care/,Roux Beauty,Blog Article,Article Hero,1,Title | Featured Image
https://rouxbeauty.com/grey-hair-dont-care/,Roux Beauty,Blog Article,Article Body (default content),2,Rich text (paragraphs / images / links)
https://rouxbeauty.com/hair-care/,Roux Beauty,Product Collection,Category Header,1,Category Title
https://rouxbeauty.com/hair-care/,Roux Beauty,Product Collection,Product Grid,2,Product Image | Product Name | Product Link (repeatable)
https://rouxbeauty.com/hair-care/rejuvenating/,Roux Beauty,Product Collection,Category Header,1,Category Title
https://rouxbeauty.com/hair-care/rejuvenating/,Roux Beauty,Product Collection,Product Grid,2,Product Image | Product Name | Product Link (repeatable)
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/,Roux Beauty,Product Collection,Category Header,1,Category Title
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/,Roux Beauty,Product Collection,Product Grid,2,Product Image | Product Name | Product Link (repeatable)
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/07-extra-volume/,Roux Beauty,Product Detail,Product Image,1,Product Image | Alt Text
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/07-extra-volume/,Roux Beauty,Product Detail,Product Info,2,Product Title | Price | Short Description | Key Features | The Nos
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/07-extra-volume/,Roux Beauty,Product Detail,Product Tabs,3,Details Content | Ingredients Content | How to Use Content
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/07-extra-volume/,Roux Beauty,Product Detail,Customer Reviews,4,Enable Reviews | Review Form Fields
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/233-extra-repair/,Roux Beauty,Product Detail,Product Image,1,Product Image | Alt Text
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/233-extra-repair/,Roux Beauty,Product Detail,Product Info,2,Product Title | Price | Short Description | Key Features | The Nos
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/233-extra-repair/,Roux Beauty,Product Detail,Product Tabs,3,Details Content | Ingredients Content | How to Use Content
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/233-extra-repair/,Roux Beauty,Product Detail,Customer Reviews,4,Enable Reviews | Review Form Fields
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/hair-and-scalp-rehab/,Roux Beauty,Product Detail,Product Image,1,Product Image | Alt Text
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/hair-and-scalp-rehab/,Roux Beauty,Product Detail,Product Info,2,Product Title | Price | Short Description | Key Features | The Nos
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/hair-and-scalp-rehab/,Roux Beauty,Product Detail,Product Tabs,3,Details Content | Ingredients Content | How to Use Content
https://rouxbeauty.com/hair-care/rejuvenating/leave-in-treatments/hair-and-scalp-rehab/,Roux Beauty,Product Detail,Customer Reviews,4,Enable Reviews | Review Form Fields
https://rouxbeauty.com/hair-care/rejuvenating/porosity-control/,Roux Beauty,Product Detail,Product Image,1,Product Image | Alt Text
https://rouxbeauty.com/hair-care/rejuvenating/porosity-control/,Roux Beauty,Product Detail,Product Info,2,Product Title | Price | Short Description | Key Features | The Nos
https://rouxbeauty.com/hair-care/rejuvenating/porosity-control/,Roux Beauty,Product Detail,Product Tabs,3,Details Content | Ingredients Content | How to Use Content
https://rouxbeauty.com/hair-care/rejuvenating/porosity-control/,Roux Beauty,Product Detail,Customer Reviews,4,Enable Reviews | Review Form Fields
https://rouxbeauty.com/hair-care/repair-and-shine/,Roux Beauty,Product Collection,Category Header,1,Category Title
https://rouxbeauty.com/hair-care/repair-and-shine/,Roux Beauty,Product Collection,Product Grid,2,Product Image | Product Name | Product Link (repeatable)
https://rouxbeauty.com/hair-care/weightless-oils/,Roux Beauty,Product Collection,Category Header,1,Category Title
https://rouxbeauty.com/hair-care/weightless-oils/,Roux Beauty,Product Collection,Product Grid,2,Product Image | Product Name | Product Link (repeatable)
https://rouxbeauty.com/hair-care/weightless-oils/luminous-shampoo/,Roux Beauty,Product Detail,Product Image,1,Product Image | Alt Text
https://rouxbeauty.com/hair-care/weightless-oils/luminous-shampoo/,Roux Beauty,Product Detail,Product Info,2,Product Title | Price | Short Description | Key Features | The Nos
https://rouxbeauty.com/hair-care/weightless-oils/luminous-shampoo/,Roux Beauty,Product Detail,Product Tabs,3,Details Content | Ingredients Content | How to Use Content
https://rouxbeauty.com/hair-care/weightless-oils/luminous-shampoo/,Roux Beauty,Product Detail,Customer Reviews,4,Enable Reviews | Review Form Fields
https://rouxbeauty.com/hair-care/weightless-oils/restorative-hair-masque/,Roux Beauty,Product Detail,Product Image,1,Product Image | Alt Text
https://rouxbeauty.com/hair-care/weightless-oils/restorative-hair-masque/,Roux Beauty,Product Detail,Product Info,2,Product Title | Price | Short Description | Key Features | The Nos
https://rouxbeauty.com/hair-care/weightless-oils/restorative-hair-masque/,Roux Beauty,Product Detail,Product Tabs,3,Details Content | Ingredients Content | How to Use Content
https://rouxbeauty.com/hair-care/weightless-oils/restorative-hair-masque/,Roux Beauty,Product Detail,Customer Reviews,4,Enable Reviews | Review Form Fields
https://rouxbeauty.com/hair-care/weightless-oils/softening-conditioner/,Roux Beauty,Product Detail,Product Image,1,Product Image | Alt Text
https://rouxbeauty.com/hair-care/weightless-oils/softening-conditioner/,Roux Beauty,Product Detail,Product Info,2,Product Title | Price | Short Description | Key Features | The Nos
https://rouxbeauty.com/hair-care/weightless-oils/softening-conditioner/,Roux Beauty,Product Detail,Product Tabs,3,Details Content | Ingredients Content | How to Use Content
https://rouxbeauty.com/hair-care/weightless-oils/softening-conditioner/,Roux Beauty,Product Detail,Customer Reviews,4,Enable Reviews | Review Form Fields
https://rouxbeauty.com/hair-color/,Roux Beauty,Product Collection,Category Header,1,Category Title
https://rouxbeauty.com/hair-color/,Roux Beauty,Product Collection,Product Grid,2,Product Image | Product Name | Product Link (repeatable)
https://rouxbeauty.com/hair-color/clean-touch-stain-remover/,Roux Beauty,Product Detail,Product Image,1,Product Image | Alt Text
https://rouxbeauty.com/hair-color/clean-touch-stain-remover/,Roux Beauty,Product Detail,Product Info,2,Product Title | Price | Short Description | Key Features | The Nos
https://rouxbeauty.com/hair-color/clean-touch-stain-remover/,Roux Beauty,Product Detail,Product Tabs,3,Details Content | Ingredients Content | How to Use Content
https://rouxbeauty.com/hair-color/clean-touch-stain-remover/,Roux Beauty,Product Detail,Customer Reviews,4,Enable Reviews | Review Form Fields
https://rouxbeauty.com/hair-color/fanci-full-rinse/,Roux Beauty,Product Detail,Product Image,1,Product Image | Alt Text
https://rouxbeauty.com/hair-color/fanci-full-rinse/,Roux Beauty,Product Detail,Product Info,2,Product Title | Price | Short Description | Key Features | The Nos
https://rouxbeauty.com/hair-color/fanci-full-rinse/,Roux Beauty,Product Detail,Product Tabs,3,Details Content | Ingredients Content | How to Use Content
https://rouxbeauty.com/hair-color/fanci-full-rinse/,Roux Beauty,Product Detail,Customer Reviews,4,Enable Reviews | Review Form Fields
https://rouxbeauty.com/hair-color/tween-time/,Roux Beauty,Product Detail,Product Image,1,Product Image | Alt Text
https://rouxbeauty.com/hair-color/tween-time/,Roux Beauty,Product Detail,Product Info,2,Product Title | Price | Short Description | Key Features | The Nos
https://rouxbeauty.com/hair-color/tween-time/,Roux Beauty,Product Detail,Product Tabs,3,Details Content | Ingredients Content | How to Use Content
https://rouxbeauty.com/hair-color/tween-time/,Roux Beauty,Product Detail,Customer Reviews,4,Enable Reviews | Review Form Fields
https://rouxbeauty.com/hair-coloring/,Roux Beauty,Product Collection,Category Header,1,Category Title
https://rouxbeauty.com/hair-coloring/,Roux Beauty,Product Collection,Product Grid,2,Product Image | Product Name | Product Link (repeatable)
https://rouxbeauty.com/indulge-your-hair-with-rouxs-new-weightless-precious-oils-collection/,Roux Beauty,Blog Article,Article Hero,1,Title | Featured Image
https://rouxbeauty.com/indulge-your-hair-with-rouxs-new-weightless-precious-oils-collection/,Roux Beauty,Blog Article,Article Body (default content),2,Rich text (paragraphs / images / links)
https://rouxbeauty.com/privacy/,Roux Beauty,Legal/Policy,Text Content (default),1,Rich text (headings / paragraphs / lists)
https://rouxbeauty.com/roux-tween-time-issuing-challenge-show-us-roots-america/,Roux Beauty,Blog Article,Article Hero,1,Title | Featured Image
https://rouxbeauty.com/roux-tween-time-issuing-challenge-show-us-roots-america/,Roux Beauty,Blog Article,Article Body (default content),2,Rich text (paragraphs / images / links)
https://rouxbeauty.com/saves/,Roux Beauty,Landing/Promo,Promo Content,1,Headline | Body Text | CTA Label | CTA Link
https://rouxbeauty.com/specials/april/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/august/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/december/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/february/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/january/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/july/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/june/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/march/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/may/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/november/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/october/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/specials/september/,Roux Beauty,Monthly Specials,Promo Content,1,Featured Image | Headline | Body Text | CTA Label | CTA Link | Product References
https://rouxbeauty.com/stores/,Roux Beauty,Where to Buy,Retailer Grid,1,Retailer Logo | Retailer Name | Retailer Link (repeatable)
https://rouxbeauty.com/terms/,Roux Beauty,Legal/Policy,Text Content (default),1,Rich text (headings / paragraphs / lists)
https://rouxbeauty.com/top-sellers/,Roux Beauty,Product Collection,Category Header,1,Category Title
https://rouxbeauty.com/top-sellers/,Roux Beauty,Product Collection,Product Grid,2,Product Image | Product Name | Product Link (repeatable)
